receipt_file,store,item_order,gt_name,pred_name,gt_category,pred_category,label_confidence,allowed_categories,strict_match,allowed_match,is_uncategorized,status,basis,reason,categorized_file_exists,categorized_path
001_costco.json,costco,1,KS프리미엄화장지,KS프리미업화장치,생활용품,기타,ambiguous,"[""생활용품"", ""기타""]",False,True,False,allowed_mismatch,"GS1/KAN 일상용품 중 위생·가정용품 계열, COICOP Household goods 계열 참고",상품명에 OCR 오류가 있으나 할인 대상명 'KS프리미엄화장' 문맥상 화장지류로 해석 가능하므로 생활용품으로 우선 매핑함. 다만 상품명이 완전하지 않아 기타 혼동을 허용함,True,data\categorized\costco\001_costco.json
001_costco.json,costco,2,튀김용 새우900G,튀김 새우900G,식재료,간편식,ambiguous,"[""식재료"", ""간편식""]",False,True,False,allowed_mismatch,"GS1/KAN 신선·냉동 수산물 및 가공 수산물 계열, COICOP Food 계열 참고","상품명만 보면 조리된 튀김 새우처럼 보일 수 있으나, 할인 대상명에 '튀김용 새우'가 나타나 원재료성 냉동 수산물로 판단되므로 식재료로 우선 매핑함",True,data\categorized\costco\001_costco.json
001_costco.json,costco,3,오리진단팥빵752G,오리진단팥빵752G,간식,간편식,clear,"[""간식""]",False,False,False,real_mismatch,"GS1/KAN 제과·베이커리류 중 기호성 빵류, COICOP Food 계열 참고",단팥빵은 식사 구성용 기본 빵보다 디저트성·기호성 베이커리 성격이 강하므로 간식으로 분류함,True,data\categorized\costco\001_costco.json
001_costco.json,costco,4,떡국떡1.9KG,떡국떡1.9KG,식재료,식재료,clear,"[""식재료""]",True,True,False,strict_correct,"GS1/KAN 곡류 가공식품 및 조리 재료 계열, COICOP Food 계열 참고","떡국 조리에 사용하는 떡류로, 식사 준비에 사용되는 기본 식재료 성격이 명확하므로 식재료로 분류함",True,data\categorized\costco\001_costco.json
001_costco.json,costco,5,시누끼우동500GX4,시누끼우동500GX4,간편식,간편식,clear,"[""간편식""]",True,True,False,strict_correct,"GS1/KAN 가공식품 중 즉석·편의식품 및 냉장·냉동 조리식품 계열, COICOP Food 계열 참고",우동면은 별도의 복잡한 조리 과정 없이 간단 조리로 식사 대체가 가능한 즉석 조리면 성격이 강하므로 본 연구 기준에서는 간편식으로 분류함,True,data\categorized\costco\001_costco.json
002_costco.json,costco,1,H&S 쿨 멘 솔 샴푸,H&S 쿨 멘 솔 샴푸,생활용품,생활용품,clear,"[""생활용품""]",True,True,False,strict_correct,"GS1/KAN 일상용품 중 위생·욕실용품 계열, COICOP Household goods and services 계열 참고",상품명에 샴푸가 명시되어 있어 욕실·위생용 생활용품으로 판단이 명확함,True,data\categorized\costco\002_costco.json
002_costco.json,costco,2,ADIDAS GOLF 폴로,ADIDAS GOLF 폴로,기타,기타,clear,"[""기타""]",True,True,False,strict_correct,"GS1/KAN 의류·패션잡화 계열, 본 연구의 핵심 식품·생활소비재 분석 범위 밖 항목","폴로 의류 상품으로 식재료, 간편식, 간식, 음료, 주류, 생활용품에 해당하지 않으므로 기타로 분류함",True,data\categorized\costco\002_costco.json
002_costco.json,costco,3,ADIDAS GOLF 폴로,ADIDAS GOLF 폴로,기타,기타,clear,"[""기타""]",True,True,False,strict_correct,"GS1/KAN 의류·패션잡화 계열, 본 연구의 핵심 식품·생활소비재 분석 범위 밖 항목","동일 상품이 별도 item row로 반복 등장한 경우이며, 폴로 의류 상품이므로 기타로 분류함",True,data\categorized\costco\002_costco.json
002_costco.json,costco,4,MILLET카고바지,MILLET카고바지,기타,기타,clear,"[""기타""]",True,True,False,strict_correct,"GS1/KAN 의류·패션잡화 계열, 본 연구의 핵심 식품·생활소비재 분석 범위 밖 항목",카고바지는 의류 상품으로 본 연구의 소비 분석 핵심 카테고리에 직접 해당하지 않으므로 기타로 분류함,True,data\categorized\costco\002_costco.json
002_costco.json,costco,5,남성긴팔폴로티,남성긴팔폴로티,기타,기타,clear,"[""기타""]",True,True,False,strict_correct,"GS1/KAN 의류·패션잡화 계열, 본 연구의 핵심 식품·생활소비재 분석 범위 밖 항목",남성 긴팔 폴로티는 의류 상품이므로 기타로 분류함,True,data\categorized\costco\002_costco.json
002_costco.json,costco,6,ADIDAS골프반바지,ADIDAS골프반바지,기타,기타,clear,"[""기타""]",True,True,False,strict_correct,"GS1/KAN 의류·패션잡화 계열, 본 연구의 핵심 식품·생활소비재 분석 범위 밖 항목",골프 반바지는 의류 상품으로 식품·음료·생활용품 분석 범위에 해당하지 않으므로 기타로 분류함,True,data\categorized\costco\002_costco.json
002_costco.json,costco,7,LEVIS남성청바지,LEVIS남성청바지,기타,기타,clear,"[""기타""]",True,True,False,strict_correct,"GS1/KAN 의류·패션잡화 계열, 본 연구의 핵심 식품·생활소비재 분석 범위 밖 항목",남성 청바지는 의류 상품이므로 기타로 분류함,True,data\categorized\costco\002_costco.json
